report_date,child_asin,ppc_product,buy_box_group2,sessions_total_b2b,page_views_total_b2b,unit_session_percentage_b2b,units_ordered_b2b,ordered_product_sales_b2b,featured_offer_buy_box_percentage_b2b,segment
2022-09-01,B0C0CR51JG,0,Low Buy Box,71,106,2.82,2,55.14,99.34,B2B
2022-10-01,B0C0CR51JG,0,Low Buy Box,25,38,0.0,0,0.0,4.13,B2B
2022-11-01,B0C0CR51JG,0,Low Buy Box,197,292,4.06,8,220.54,72.81,B2B
2022-12-01,B0C0CR51JG,0,Low Buy Box,16,20,43.75,7,256.27,3.09,B2B
2023-01-01,B0C0CR51JG,0,Low Buy Box,72,106,8.33,6,192.93,18.42,B2B
2023-02-01,B0C0CR51JG,0,Low Buy Box,51,67,1.96,1,33.44,71.16,B2B
2023-03-01,B0C0CR51JG,0,Low Buy Box,25,37,12.0,3,95.28,91.04,B2B
2023-04-01,B0C0CR51JG,0,Low Buy Box,14,15,0.0,0,0.0,2.77,B2B
2023-05-01,B0C0CR51JG,0,Low Buy Box,3,4,0.0,0,0.0,98.32,B2B
2023-06-01,B0C0CR51JG,0,Low Buy Box,87,110,3.45,3,45.54,87.53,B2B
2023-07-01,B0C0CR51JG,0,Low Buy Box,146,177,1.37,2,68.1,42.01,B2B
2023-08-01,B0C0CR51JG,0,High Buy Box,4,5,0.0,0,0.0,92.98,B2B
2023-09-01,B0C0CR51JG,0,High Buy Box,16,20,6.25,1,39.31,18.31,B2B
2023-10-01,B0C0CR51JG,0,Low Buy Box,93,101,1.08,1,37.78,5.61,B2B
2023-11-01,B0C0CR51JG,0,High Buy Box,119,129,5.04,6,165.63,85.81,B2B
2023-12-01,B0C0CR51JG,0,Low Buy Box,167,254,1.2,2,64.18,66.67,B2B
2024-01-01,B0C0CR51JG,0,Low Buy Box,330,409,0.3,1,34.09,87.45,B2B
2022-04-01,B0PMAL6ZL5,0,Low Buy Box,43,58,4.65,2,77.46,3.68,B2B
2022-05-01,B0PMAL6ZL5,0,High Buy Box,17,24,11.76,2,38.03,20.29,B2B
2022-06-01,B0PMAL6ZL5,0,Low Buy Box,105,152,0.95,1,11.03,63.01,B2B
2022-07-01,B0PMAL6ZL5,0,Low Buy Box,69,90,1.45,1,34.54,84.02,B2B
2022-08-01,B0PMAL6ZL5,0,Low Buy Box,18,21,0.0,0,0.0,51.1,B2B
2022-09-01,B0PMAL6ZL5,0,Low Buy Box,44,67,0.0,0,0.0,85.38,B2B
2022-10-01,B0PMAL6ZL5,0,Low Buy Box,107,158,0.0,0,0.0,24.43,B2B
2022-11-01,B0PMAL6ZL5,0,Low Buy Box,29,35,10.34,3,119.42,5.82,B2B
2022-12-01,B0PMAL6ZL5,0,Low Buy Box,7,9,14.29,1,14.25,98.45,B2B
2023-01-01,B0PMAL6ZL5,0,Low Buy Box,179,252,4.47,8,350.02,74.17,B2B
2023-02-01,B0PMAL6ZL5,0,Low Buy Box,48,70,2.08,1,30.07,68.67,B2B
2023-03-01,B0PMAL6ZL5,0,Low Buy Box,61,93,0.0,0,0.0,99.7,B2B
2023-04-01,B0PMAL6ZL5,0,Low Buy Box,12,15,8.33,1,12.89,95.29,B2B
2023-05-01,B0PMAL6ZL5,0,Low Buy Box,83,103,1.2,1,44.78,29.05,B2B
2023-06-01,B0PMAL6ZL5,0,Low Buy Box,58,79,6.9,4,52.13,51.77,B2B
2023-07-01,B0PMAL6ZL5,0,Low Buy Box,1,1,0.0,0,0.0,34.22,B2B
2023-08-01,B0PMAL6ZL5,0,Low Buy Box,119,160,4.2,5,221.54,16.55,B2B
2023-09-01,B0PMAL6ZL5,0,Low Buy Box,76,98,3.95,3,39.23,41.12,B2B
2023-10-01,B0PMAL6ZL5,0,High Buy Box,40,56,0.0,0,0.0,54.55,B2B
2023-11-01,B0PMAL6ZL5,0,Low Buy Box,25,31,4.0,1,41.2,87.83,B2B
2023-12-01,B0PMAL6ZL5,0,Low Buy Box,40,48,2.5,1,16.54,72.05,B2B
2024-01-01,B0PMAL6ZL5,0,Low Buy Box,80,123,6.25,5,121.54,64.92,B2B
2022-04-01,B0JX1KEN8A,0,Low Buy Box,93,109,1.08,1,38.16,0.82,B2B
2022-05-01,B0JX1KEN8A,0,Low Buy Box,68,82,2.94,2,50.49,70.28,B2B
2022-06-01,B0JX1KEN8A,0,Low Buy Box,45,62,0.0,0,0.0,25.05,B2B
2022-07-01,B0JX1KEN8A,0,High Buy Box,237,327,0.42,1,10.52,95.43,B2B
2022-08-01,B0JX1KEN8A,0,Low Buy Box,2,2,350.0,7,146.77,19.34,B2B
2022-09-01,B0JX1KEN8A,0,High Buy Box,14,17,0.0,0,0.0,39.07,B2B
2022-10-01,B0JX1KEN8A,0,High Buy Box,38,43,26.32,10,345.08,54.53,B2B
2022-11-01,B0JX1KEN8A,0,Low Buy Box,15,22,66.67,10,217.63,45.93,B2B
2022-12-01,B0JX1KEN8A,0,Low Buy Box,32,36,25.0,8,301.54,25.9,B2B
2023-01-01,B0JX1KEN8A,0,Low Buy Box,1,1,300.0,3,67.4,62.27,B2B
2023-02-01,B0JX1KEN8A,0,High Buy Box,8,9,12.5,1,28.93,23.32,B2B
2023-03-01,B0JX1KEN8A,0,Low Buy Box,23,27,8.7,2,60.19,65.53,B2B
2023-04-01,B0JX1KEN8A,0,Low Buy Box,20,22,10.0,2,21.06,53.81,B2B
2023-05-01,B0JX1KEN8A,0,Low Buy Box,9,11,33.33,3,30.0,70.52,B2B
2023-06-01,B0JX1KEN8A,0,Low Buy Box,21,30,14.29,3,111.23,43.76,B2B
2023-07-01,B0JX1KEN8A,0,Low Buy Box,32,49,6.25,2,88.12,18.85,B2B
2023-08-01,B0JX1KEN8A,0,High Buy Box,111,167,0.9,1,16.6,59.25,B2B
2023-09-01,B0JX1KEN8A,0,High Buy Box,115,158,0.0,0,0.0,97.62,B2B
2023-10-01,B0JX1KEN8A,0,Low Buy Box,22,24,0.0,0,0.0,25.85,B2B
2023-11-01,B0JX1KEN8A,0,High Buy Box,107,153,1.87,2,58.32,46.91,B2B
2023-12-01,B0JX1KEN8A,0,Low Buy Box,61,83,1.64,1,20.39,67.01,B2B
2024-01-01,B0JX1KEN8A,0,Low Buy Box,93,112,5.38,5,214.72,29.19,B2B
2022-04-01,B0XEPD9SL9,0,Low Buy Box,12,17,0.0,0,0.0,37.97,B2B
2022-05-01,B0XEPD9SL9,0,Low Buy Box,13,19,15.38,2,43.34,75.35,B2B
2022-06-01,B0XEPD9SL9,0,Low Buy Box,0,0,0.0,10,435.14,46.06,B2B
2022-07-01,B0XEPD9SL9,0,High Buy Box,119,179,0.84,1,34.37,90.17,B2B
2022-08-01,B0XEPD9SL9,0,Low Buy Box,27,35,11.11,3,45.57,18.9,B2B
2022-09-01,B0XEPD9SL9,0,Low Buy Box,56,65,5.36,3,86.99,81.59,B2B
2022-10-01,B0XEPD9SL9,0,Low Buy Box,56,65,0.0,0,0.0,62.47,B2B
2022-11-01,B0XEPD9SL9,0,Low Buy Box,53,60,5.66,3,101.02,67.08,B2B
2022-12-01,B0XEPD9SL9,0,Low Buy Box,16,22,25.0,4,148.37,13.76,B2B
2023-01-01,B0XEPD9SL9,0,Low Buy Box,29,41,6.9,2,34.31,18.38,B2B
2023-02-01,B0XEPD9SL9,0,Low Buy Box,1,1,0.0,0,0.0,88.42,B2B
2023-03-01,B0XEPD9SL9,0,Low Buy Box,47,62,2.13,1,22.69,74.85,B2B
2023-04-01,B0XEPD9SL9,0,Low Buy Box,196,291,0.0,0,0.0,39.48,B2B
2023-05-01,B0XEPD9SL9,0,Low Buy Box,25,32,12.0,3,89.9,98.98,B2B
2023-06-01,B0XEPD9SL9,0,Low Buy Box,20,28,0.0,0,0.0,82.98,B2B
2023-07-01,B0XEPD9SL9,0,Low Buy Box,40,58,5.0,2,73.64,25.55,B2B
2023-08-01,B0XEPD9SL9,0,Low Buy Box,26,39,7.69,2,21.1,54.65,B2B
2023-09-01,B0XEPD9SL9,0,High Buy Box,81,107,8.64,7,239.21,52.18,B2B
2023-10-01,B0XEPD9SL9,0,Low Buy Box,111,123,7.21,8,206.17,0.58,B2B
2023-11-01,B0XEPD9SL9,0,Low Buy Box,38,52,0.0,0,0.0,71.74,B2B
2023-12-01,B0XEPD9SL9,0,High Buy Box,17,25,0.0,0,0.0,55.66,B2B
2024-01-01,B0XEPD9SL9,0,High Buy Box,55,75,1.82,1,38.83,63.94,B2B
2022-04-01,B09HJC7V2H,0,Low Buy Box,98,139,8.16,8,250.52,15.95,B2B
2022-05-01,B09HJC7V2H,0,Low Buy Box,5,5,20.0,1,12.13,54.2,B2B
2022-06-01,B09HJC7V2H,0,Low Buy Box,3,3,66.67,2,46.21,70.0,B2B
2022-07-01,B09HJC7V2H,0,High Buy Box,46,65,2.17,1,44.66,34.93,B2B
2022-08-01,B09HJC7V2H,0,Low Buy Box,34,40,2.94,1,31.81,17.61,B2B
2022-09-01,B09HJC7V2H,0,Low Buy Box,237,352,2.11,5,208.04,73.84,B2B
2022-10-01,B09HJC7V2H,0,Low Buy Box,39,45,2.56,1,43.48,18.66,B2B
2022-11-01,B09HJC7V2H,0,High Buy Box,56,80,7.14,4,178.06,48.79,B2B
2022-12-01,B09HJC7V2H,0,High Buy Box,14,17,71.43,10,390.62,71.56,B2B
2023-01-01,B09HJC7V2H,0,Low Buy Box,107,156,0.0,0,0.0,75.09,B2B
2023-02-01,B09HJC7V2H,0,High Buy Box,47,70,2.13,1,15.23,27.79,B2B
2023-03-01,B09HJC7V2H,0,High Buy Box,56,75,0.0,0,0.0,5.91,B2B
2023-04-01,B09HJC7V2H,0,Low Buy Box,10,12,0.0,0,0.0,21.1,B2B
2023-05-01,B09HJC7V2H,0,Low Buy Box,186,200,1.08,2,21.39,65.2,B2B
2023-06-01,B09HJC7V2H,0,Low Buy Box,21,26,38.1,8,325.27,81.24,B2B
2023-07-01,B09HJC7V2H,0,Low Buy Box,12,14,16.67,2,76.97,35.31,B2B
2023-08-01,B09HJC7V2H,0,Low Buy Box,116,138,0.86,1,33.84,83.0,B2B
2023-09-01,B09HJC7V2H,0,High Buy Box,37,53,35.14,13,376.25,32.36,B2B
2023-10-01,B09HJC7V2H,0,High Buy Box,28,30,0.0,0,0.0,76.88,B2B
2023-11-01,B09HJC7V2H,0,High Buy Box,36,44,5.56,2,39.8,44.13,B2B
2023-12-01,B09HJC7V2H,0,Low Buy Box,104,148,1.92,2,28.13,6.96,B2B
2024-01-01,B09HJC7V2H,0,Low Buy Box,2,2,200.0,4,118.03,78.66,B2B
2022-04-01,B0RENB5LEP,0,High Buy Box,33,43,0.0,0,0.0,52.4,B2B
2022-05-01,B0RENB5LEP,0,High Buy Box,0,0,0.0,1,14.35,4.15,B2B
2022-06-01,B0RENB5LEP,0,High Buy Box,26,29,15.38,4,142.2,22.64,B2B
2022-07-01,B0RENB5LEP,0,Low Buy Box,124,134,5.65,7,168.15,29.37,B2B
2022-08-01,B0RENB5LEP,0,High Buy Box,90,100,0.0,0,0.0,91.32,B2B
2022-09-01,B0RENB5LEP,0,Low Buy Box,47,69,6.38,3,33.25,50.68,B2B
2022-10-01,B0RENB5LEP,0,Low Buy Box,3,4,0.0,0,0.0,31.27,B2B
2022-11-01,B0RENB5LEP,0,Low Buy Box,40,45,5.0,2,84.79,80.32,B2B
2022-12-01,B0RENB5LEP,0,Low Buy Box,200,304,0.0,0,0.0,19.32,B2B
2023-01-01,B0RENB5LEP,0,Low Buy Box,51,60,1.96,1,27.5,57.94,B2B
2023-02-01,B0RENB5LEP,0,Low Buy Box,16,19,43.75,7,241.93,98.18,B2B
2023-03-01,B0RENB5LEP,0,Low Buy Box,152,197,1.32,2,86.41,34.13,B2B
2023-04-01,B0RENB5LEP,0,Low Buy Box,6,9,0.0,0,0.0,54.13,B2B
2023-05-01,B0RENB5LEP,0,Low Buy Box,131,158,1.53,2,23.58,42.62,B2B
2023-06-01,B0RENB5LEP,0,Low Buy Box,18,24,27.78,5,158.6,97.97,B2B
2023-07-01,B0RENB5LEP,0,Low Buy Box,9,13,0.0,0,0.0,92.9,B2B
2023-08-01,B0RENB5LEP,0,Low Buy Box,111,162,2.7,3,40.57,63.94,B2B
2023-09-01,B0RENB5LEP,0,Low Buy Box,1,1,0.0,0,0.0,1.54,B2B
2023-10-01,B0RENB5LEP,0,Low Buy Box,13,19,0.0,0,0.0,75.31,B2B
2023-11-01,B0RENB5LEP,0,Low Buy Box,4,6,200.0,8,113.64,43.13,B2B
2023-12-01,B0RENB5LEP,0,Low Buy Box,97,139,3.09,3,96.17,94.47,B2B
2024-01-01,B0RENB5LEP,0,Low Buy Box,114,151,1.75,2,56.07,29.61,B2B
2022-04-01,B0G0STBYW3,0,Low Buy Box,162,248,0.0,0,0.0,54.15,B2B
2022-05-01,B0G0STBYW3,0,Low Buy Box,16,21,0.0,0,0.0,91.61,B2B
2022-06-01,B0G0STBYW3,0,High Buy Box,1,1,100.0,1,25.61,53.2,B2B
2022-07-01,B0G0STBYW3,0,Low Buy Box,19,28,0.0,0,0.0,25.33,B2B
2022-08-01,B0G0STBYW3,0,Low Buy Box,10,11,10.0,1,33.58,33.69,B2B
2022-09-01,B0G0STBYW3,0,Low Buy Box,12,16,0.0,0,0.0,25.9,B2B
2022-10-01,B0G0STBYW3,0,Low Buy Box,1,1,100.0,1,26.94,4.4,B2B
2022-11-01,B0G0STBYW3,0,Low Buy Box,184,233,0.54,1,42.89,14.25,B2B
2022-12-01,B0G0STBYW3,0,High Buy Box,84,105,4.76,4,58.87,47.03,B2B
2023-01-01,B0G0STBYW3,0,Low Buy Box,62,87,0.0,0,0.0,35.16,B2B
2023-02-01,B0G0STBYW3,0,Low Buy Box,30,36,0.0,0,0.0,44.21,B2B
2023-03-01,B0G0STBYW3,0,Low Buy Box,91,131,1.1,1,27.86,1.59,B2B
2023-04-01,B0G0STBYW3,0,Low Buy Box,209,289,0.48,1,36.07,41.82,B2B
2023-05-01,B0G0STBYW3,0,High Buy Box,116,149,5.17,6,159.01,99.94,B2B
2023-06-01,B0G0STBYW3,0,Low Buy Box,10,10,10.0,1,42.96,22.5,B2B
2023-07-01,B0G0STBYW3,0,Low Buy Box,111,159,0.9,1,15.01,52.87,B2B
2023-08-01,B0G0STBYW3,0,Low Buy Box,40,43,2.5,1,42.92,80.5,B2B
2023-09-01,B0G0STBYW3,0,Low Buy Box,19,22,26.32,5,207.74,65.38,B2B
2023-10-01,B0G0STBYW3,0,Low Buy Box,143,204,0.0,0,0.0,35.92,B2B
2023-11-01,B0G0STBYW3,0,High Buy Box,22,33,4.55,1,37.75,29.41,B2B
2023-12-01,B0G0STBYW3,0,Low Buy Box,22,32,4.55,1,36.21,46.43,B2B
2024-01-01,B0G0STBYW3,0,High Buy Box,126,171,0.79,1,28.46,70.83,B2B
2022-04-01,B0G2FT227J,0,High Buy Box,39,50,2.56,1,18.31,90.82,B2B
2022-05-01,B0G2FT227J,0,Low Buy Box,26,29,15.38,4,65.66,83.72,B2B
2022-06-01,B0G2FT227J,0,High Buy Box,34,52,11.76,4,108.3,15.45,B2B
2022-07-01,B0G2FT227J,0,Low Buy Box,75,94,2.67,2,45.64,65.62,B2B
2022-08-01,B0G2FT227J,0,Low Buy Box,73,106,6.85,5,196.97,9.11,B2B
2022-09-01,B0G2FT227J,0,Low Buy Box,157,222,0.64,1,15.69,28.49,B2B
2022-10-01,B0G2FT227J,0,High Buy Box,37,46,8.11,3,125.98,70.56,B2B
2022-11-01,B0G2FT227J,0,Low Buy Box,5,7,200.0,10,180.75,12.98,B2B
2022-12-01,B0G2FT227J,0,Low Buy Box,3,3,166.67,5,50.73,70.68,B2B
2023-01-01,B0G2FT227J,0,Low Buy Box,4,4,25.0,1,19.99,58.73,B2B
2023-02-01,B0G2FT227J,0,Low Buy Box,81,92,1.23,1,18.61,90.98,B2B
2023-03-01,B0G2FT227J,0,Low Buy Box,51,64,0.0,0,0.0,94.25,B2B
2023-04-01,B0G2FT227J,0,High Buy Box,217,314,0.0,0,0.0,13.13,B2B
2023-05-01,B0G2FT227J,0,Low Buy Box,55,77,0.0,0,0.0,22.2,B2B
2023-06-01,B0G2FT227J,0,High Buy Box,50,63,8.0,4,155.78,44.02,B2B
2023-07-01,B0G2FT227J,0,Low Buy Box,48,65,16.67,8,171.57,36.22,B2B
2023-08-01,B0G2FT227J,0,Low Buy Box,31,46,0.0,0,0.0,87.64,B2B
2023-09-01,B0G2FT227J,0,High Buy Box,168,179,4.17,7,304.99,22.18,B2B
2023-10-01,B0G2FT227J,0,Low Buy Box,59,89,3.39,2,86.82,2.9,B2B
2023-11-01,B0G2FT227J,0,High Buy Box,130,147,4.62,6,188.25,94.26,B2B
2023-12-01,B0G2FT227J,0,High Buy Box,114,125,0.0,0,0.0,43.88,B2B
2024-01-01,B0G2FT227J,0,High Buy Box,60,75,1.67,1,37.38,55.02,B2B
2022-04-01,B085RLCC1H,0,Low Buy Box,59,90,5.08,3,103.78,22.18,B2B
2022-05-01,B085RLCC1H,0,Low Buy Box,150,196,0.67,1,14.47,17.21,B2B
2022-06-01,B085RLCC1H,0,Low Buy Box,53,65,1.89,1,42.34,68.97,B2B
2022-07-01,B085RLCC1H,0,High Buy Box,2,2,150.0,3,66.93,14.58,B2B
2022-08-01,B085RLCC1H,0,Low Buy Box,40,46,15.0,6,265.32,80.61,B2B
2022-09-01,B085RLCC1H,0,High Buy Box,80,113,0.0,0,0.0,42.04,B2B
2022-10-01,B085RLCC1H,0,High Buy Box,12,12,0.0,0,0.0,1.53,B2B
2022-11-01,B085RLCC1H,0,Low Buy Box,13,15,0.0,0,0.0,7.12,B2B
2022-12-01,B085RLCC1H,0,Low Buy Box,74,107,1.35,1,38.94,64.79,B2B
2023-01-01,B085RLCC1H,0,Low Buy Box,120,165,0.0,0,0.0,26.09,B2B
2023-02-01,B085RLCC1H,0,High Buy Box,128,169,0.78,1,27.37,80.37,B2B
2023-03-01,B085RLCC1H,0,High Buy Box,11,16,9.09,1,34.43,51.56,B2B
2023-04-01,B085RLCC1H,0,High Buy Box,21,27,4.76,1,15.03,41.72,B2B
2023-05-01,B085RLCC1H,0,Low Buy Box,127,150,5.51,7,203.27,37.6,B2B
2023-06-01,B085RLCC1H,0,High Buy Box,6,7,16.67,1,24.21,65.92,B2B
2023-07-01,B085RLCC1H,0,Low Buy Box,4,5,50.0,2,84.07,3.44,B2B
2023-08-01,B085RLCC1H,0,High Buy Box,34,45,0.0,0,0.0,29.58,B2B
2023-09-01,B085RLCC1H,0,High Buy Box,37,38,2.7,1,24.49,74.99,B2B
2023-10-01,B085RLCC1H,0,Low Buy Box,206,317,0.0,0,0.0,47.03,B2B
2023-11-01,B085RLCC1H,0,Low Buy Box,53,79,9.43,5,145.44,81.57,B2B
2023-12-01,B085RLCC1H,0,High Buy Box,110,143,4.55,5,167.76,32.54,B2B
2024-01-01,B085RLCC1H,0,Low Buy Box,1,1,300.0,3,131.93,39.47,B2B
2022-04-01,B0GE765CXM,1,Low Buy Box,15,16,6.67,1,28.94,27.64,B2B
2022-05-01,B0GE765CXM,1,High Buy Box,7,8,0.0,0,0.0,25.47,B2B
2022-06-01,B0GE765CXM,1,Low Buy Box,25,35,4.0,1,27.61,42.16,B2B
2022-07-01,B0GE765CXM,1,Low Buy Box,33,46,3.03,1,40.79,26.13,B2B
2022-08-01,B0GE765CXM,1,Low Buy Box,54,57,0.0,0,0.0,77.29,B2B
2022-09-01,B0GE765CXM,1,Low Buy Box,24,33,4.17,1,20.94,13.35,B2B
2022-10-01,B0GE765CXM,1,Low Buy Box,42,55,4.76,2,46.07,26.79,B2B
2022-11-01,B0GE765CXM,1,High Buy Box,57,71,3.51,2,66.57,97.36,B2B
2022-12-01,B0GE765CXM,1,Low Buy Box,7,10,14.29,1,24.37,31.31,B2B
2023-01-01,B0GE765CXM,1,High Buy Box,95,119,0.0,0,0.0,71.76,B2B
2023-02-01,B0GE765CXM,1,Low Buy Box,23,33,4.35,1,18.73,65.31,B2B
2023-03-01,B0GE765CXM,1,Low Buy Box,7,10,14.29,1,43.31,28.64,B2B
2023-04-01,B0GE765CXM,1,Low Buy Box,5,6,40.0,2,89.53,55.66,B2B
2023-05-01,B0GE765CXM,1,Low Buy Box,29,30,10.34,3,51.89,11.33,B2B
2023-06-01,B0GE765CXM,1,Low Buy Box,70,87,5.71,4,128.39,41.42,B2B
2023-07-01,B0GE765CXM,1,Low Buy Box,101,121,1.98,2,72.3,30.38,B2B
2023-08-01,B0GE765CXM,1,High Buy Box,10,15,20.0,2,60.29,86.54,B2B
2023-09-01,B0GE765CXM,1,Low Buy Box,44,48,9.09,4,178.56,11.25,B2B
2023-10-01,B0GE765CXM,1,High Buy Box,18,23,33.33,6,261.96,97.09,B2B
2023-11-01,B0GE765CXM,1,High Buy Box,29,31,13.79,4,83.15,18.53,B2B
2023-12-01,B0GE765CXM,1,Low Buy Box,246,346,2.44,6,103.16,23.35,B2B
2024-01-01,B0GE765CXM,1,Low Buy Box,13,19,15.38,2,21.01,18.91,B2B
2022-04-01,B0GBQJJMK2,1,Low Buy Box,124,144,1.61,2,85.01,17.89,B2B
2022-05-01,B0GBQJJMK2,1,Low Buy Box,113,162,0.0,0,0.0,96.06,B2B
2022-06-01,B0GBQJJMK2,1,High Buy Box,4,5,125.0,5,108.1,46.22,B2B
2022-07-01,B0GBQJJMK2,1,Low Buy Box,21,31,0.0,0,0.0,68.9,B2B
2022-08-01,B0GBQJJMK2,1,Low Buy Box,183,219,2.73,5,87.4,92.47,B2B
2022-09-01,B0GBQJJMK2,1,Low Buy Box,15,18,13.33,2,87.31,77.27,B2B
2022-10-01,B0GBQJJMK2,1,High Buy Box,108,125,0.93,1,20.9,32.35,B2B
2022-11-01,B0GBQJJMK2,1,High Buy Box,87,120,10.34,9,399.8,52.01,B2B
2022-12-01,B0GBQJJMK2,1,Low Buy Box,126,162,2.38,3,89.87,25.0,B2B
2023-01-01,B0GBQJJMK2,1,Low Buy Box,82,118,0.0,0,0.0,24.01,B2B
2023-02-01,B0GBQJJMK2,1,Low Buy Box,48,54,14.58,7,309.3,29.88,B2B
2023-03-01,B0GBQJJMK2,1,High Buy Box,37,45,2.7,1,18.87,26.32,B2B
2023-04-01,B0GBQJJMK2,1,Low Buy Box,100,119,1.0,1,14.88,41.4,B2B
2023-05-01,B0GBQJJMK2,1,Low Buy Box,11,14,0.0,0,0.0,38.17,B2B
2023-06-01,B0GBQJJMK2,1,Low Buy Box,92,127,1.09,1,18.89,79.15,B2B
2023-07-01,B0GBQJJMK2,1,High Buy Box,79,115,6.33,5,90.02,18.42,B2B
2023-08-01,B0GBQJJMK2,1,Low Buy Box,44,61,2.27,1,37.51,39.56,B2B
2023-09-01,B0GBQJJMK2,1,Low Buy Box,117,142,0.85,1,25.8,59.43,B2B
2023-10-01,B0GBQJJMK2,1,Low Buy Box,11,15,36.36,4,80.1,72.83,B2B
2023-11-01,B0GBQJJMK2,1,Low Buy Box,235,280,0.85,2,80.79,85.41,B2B
2023-12-01,B0GBQJJMK2,1,High Buy Box,79,94,0.0,0,0.0,88.24,B2B
2024-01-01,B0GBQJJMK2,1,Low Buy Box,97,123,0.0,0,0.0,82.79,B2B
2022-04-01,B08QFWR0VX,0,Low Buy Box,33,48,0.0,0,0.0,60.78,B2B
2022-05-01,B08QFWR0VX,0,Low Buy Box,89,93,0.0,0,0.0,55.75,B2B
2022-06-01,B08QFWR0VX,0,Low Buy Box,14,18,7.14,1,42.02,60.41,B2B
2022-07-01,B08QFWR0VX,0,Low Buy Box,57,65,1.75,1,35.27,28.53,B2B
2022-08-01,B08QFWR0VX,0,Low Buy Box,27,36,3.7,1,41.35,73.07,B2B
2022-09-01,B08QFWR0VX,0,Low Buy Box,55,62,7.27,4,146.79,73.74,B2B
2022-10-01,B08QFWR0VX,0,Low Buy Box,147,219,0.0,0,0.0,58.74,B2B
2022-11-01,B08QFWR0VX,0,Low Buy Box,114,154,0.88,1,15.61,3.64,B2B
2022-12-01,B08QFWR0VX,0,High Buy Box,0,0,0.0,0,0.0,45.84,B2B
2023-01-01,B08QFWR0VX,0,High Buy Box,8,9,237.5,19,800.81,66.67,B2B
2023-02-01,B08QFWR0VX,0,Low Buy Box,318,372,0.31,1,37.24,89.85,B2B
2023-03-01,B08QFWR0VX,0,Low Buy Box,35,41,0.0,0,0.0,23.91,B2B
2023-04-01,B08QFWR0VX,0,Low Buy Box,52,65,0.0,0,0.0,80.87,B2B
2023-05-01,B08QFWR0VX,0,Low Buy Box,1,1,200.0,2,34.05,59.59,B2B
2023-06-01,B08QFWR0VX,0,Low Buy Box,116,132,5.17,6,234.52,23.03,B2B
2023-07-01,B08QFWR0VX,0,High Buy Box,122,185,3.28,4,105.9,38.51,B2B
2023-08-01,B08QFWR0VX,0,High Buy Box,29,36,10.34,3,32.49,10.39,B2B
2023-09-01,B08QFWR0VX,0,Low Buy Box,91,139,0.0,0,0.0,85.79,B2B
2023-10-01,B08QFWR0VX,0,Low Buy Box,99,149,1.01,1,36.97,62.1,B2B
2023-11-01,B08QFWR0VX,0,Low Buy Box,82,97,3.66,3,130.83,49.81,B2B
2023-12-01,B08QFWR0VX,0,Low Buy Box,49,74,8.16,4,56.96,19.13,B2B
2024-01-01,B08QFWR0VX,0,Low Buy Box,48,67,8.33,4,169.37,67.09,B2B
2022-04-01,B037XVEVAJ,0,High Buy Box,51,59,1.96,1,22.05,0.99,B2B
2022-05-01,B037XVEVAJ,0,Low Buy Box,26,35,0.0,0,0.0,99.4,B2B
2022-06-01,B037XVEVAJ,0,Low Buy Box,28,35,3.57,1,22.45,34.58,B2B
2022-07-01,B037XVEVAJ,0,Low Buy Box,41,51,12.2,5,157.59,87.81,B2B
2022-08-01,B037XVEVAJ,0,Low Buy Box,74,86,4.05,3,107.06,8.71,B2B
2022-09-01,B037XVEVAJ,0,High Buy Box,18,27,11.11,2,67.01,93.67,B2B
2022-10-01,B037XVEVAJ,0,Low Buy Box,20,24,15.0,3,127.61,98.66,B2B
2022-11-01,B037XVEVAJ,0,High Buy Box,131,189,0.0,0,0.0,24.4,B2B
2022-12-01,B037XVEVAJ,0,Low Buy Box,110,158,1.82,2,47.78,79.66,B2B
2023-01-01,B037XVEVAJ,0,Low Buy Box,43,61,2.33,1,20.95,84.37,B2B
2023-02-01,B037XVEVAJ,0,High Buy Box,135,207,0.74,1,31.53,18.81,B2B
2023-03-01,B037XVEVAJ,0,High Buy Box,137,145,1.46,2,24.68,19.87,B2B
2023-04-01,B037XVEVAJ,0,Low Buy Box,89,109,1.12,1,24.68,70.33,B2B
2023-05-01,B037XVEVAJ,0,Low Buy Box,36,43,2.78,1,22.7,11.6,B2B
2023-06-01,B037XVEVAJ,0,Low Buy Box,12,17,8.33,1,36.53,67.3,B2B
2023-07-01,B037XVEVAJ,0,Low Buy Box,11,15,0.0,0,0.0,15.53,B2B
2023-08-01,B037XVEVAJ,0,Low Buy Box,24,28,0.0,0,0.0,89.69,B2B
2023-09-01,B037XVEVAJ,0,Low Buy Box,110,154,0.91,1,21.79,77.72,B2B
2023-10-01,B037XVEVAJ,0,Low Buy Box,87,131,2.3,2,26.91,70.88,B2B
2023-11-01,B037XVEVAJ,0,Low Buy Box,43,54,4.65,2,23.1,49.35,B2B
2023-12-01,B037XVEVAJ,0,High Buy Box,55,84,1.82,1,21.02,20.47,B2B
2024-01-01,B037XVEVAJ,0,Low Buy Box,22,32,0.0,0,0.0,37.64,B2B
2022-04-01,B01X6CT709,1,High Buy Box,0,0,0.0,5,203.41,19.75,B2B
2022-05-01,B01X6CT709,1,Low Buy Box,14,21,0.0,0,0.0,95.71,B2B
2022-06-01,B01X6CT709,1,Low Buy Box,73,109,0.0,0,0.0,81.46,B2B
