Parent_ASIN,Child_ASIN,Title,SKU,Sessions_Mobile_App,Sessions_Mobile_APP_B2B,Sessions_Browser,Sessions_Browser_B2B,Sessions_Total,Sessions_Total_B2B,Session_Percentage_Mobile_App,Session_Percentage_Mobile_APP_B2B,Session_Percentage_Browser,Session_Percentage_Browser_B2B,Session_Percentage_Total,Session_Percentage_Total_B2B,Page_Views_Mobile_App,Page_Views_Mobile_APP_B2B,Page_Views_Browser,Page_Views_Browser_B2B,Page_Views_Total,Page_Views_Total_B2B,Page_Views_Percentage_Mobile_App,Page_Views_Percentage_Mobile_App_B2B,Page_Views_Percentage_Browser,Page_Views_Percentage_Browser_B2B,Page_Views_Percentage_Total,Page_Views_Percentage_Total_B2B,Featured_Offer_Buy_Box_Percentage,Featured_Offer_Buy_Box_Percentage_B2B,Units_Ordered,Units_Ordered_B2B,Unit_Session_Percentage,Unit_Session_Percentage_B2B,Ordered_Product_Sales,Ordered_Product_Sales_B2B,Total_Order_Items,Total_Order_Items_B2B,Report_Date
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,377,11,927,35,1304,46,0.2891,0.2391,0.7109,0.7609,1.0,1.0,482,12,1539,42,2021,54,0.2385,0.2222,0.7615,0.7778,1.0,1.0,0.7173,0.4512,31,4,0.0238,0.0031,1470.13,73.93,31,3,2022-10-14
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,161,0,898,1,1059,1,0.152,0.0,0.848,1.0,1.0,1.0,251,0,1249,1,1500,1,0.1673,0.0,0.8327,1.0,1.0,1.0,0.7961,0.6713,27,3,0.0255,0.0052,655.8,36.53,27,1,2022-10-15
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,576,5,1395,54,1971,59,0.2922,0.0847,0.7078,0.9153,1.0,1.0,615,5,2105,64,2720,69,0.2261,0.0725,0.7739,0.9275,1.0,1.0,0.7261,0.6727,19,2,0.0096,0.0014,917.62,60.61,19,1,2022-10-16
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,247,20,2367,14,2614,34,0.0945,0.5882,0.9055,0.4118,1.0,1.0,377,22,3093,16,3470,38,0.1086,0.5789,0.8914,0.4211,1.0,1.0,0.7109,0.512,12,2,0.0046,0.001,559.38,14.33,12,0,2022-10-17
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,86,0,2360,6,2446,6,0.0352,0.0,0.9648,1.0,1.0,1.0,108,0,3534,7,3642,7,0.0297,0.0,0.9703,1.0,1.0,1.0,0.6191,0.4263,34,1,0.0139,0.0023,1119.85,35.29,34,5,2022-10-18
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,431,6,480,55,911,61,0.4731,0.0984,0.5269,0.9016,1.0,1.0,465,6,820,66,1285,72,0.3619,0.0833,0.6381,0.9167,1.0,1.0,0.5664,0.4192,19,3,0.0209,0.0016,660.81,30.98,19,1,2022-10-19
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,38,0,1751,59,1789,59,0.0212,0.0,0.9788,1.0,1.0,1.0,42,0,3188,70,3230,70,0.013,0.0,0.987,1.0,1.0,1.0,0.7178,0.4842,40,3,0.0224,0.0055,1895.95,100.49,40,1,2022-10-20
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,462,11,643,2,1105,13,0.4181,0.8462,0.5819,0.1538,1.0,1.0,559,12,1023,2,1582,14,0.3534,0.8571,0.6466,0.1429,1.0,1.0,0.6549,0.429,25,0,0.0226,0.0051,1110.83,35.94,25,4,2022-10-21
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,297,16,2380,38,2677,54,0.1109,0.2963,0.8891,0.7037,1.0,1.0,349,17,3391,45,3740,62,0.0933,0.2742,0.9067,0.7258,1.0,1.0,0.7268,0.6877,33,2,0.0123,0.0004,1862.2,15.32,33,4,2022-10-22
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,407,17,520,6,927,23,0.4391,0.7391,0.5609,0.2609,1.0,1.0,586,18,697,7,1283,25,0.4567,0.72,0.5433,0.28,1.0,1.0,0.5154,0.4529,27,0,0.0291,0.0034,1320.53,65.1,27,4,2022-10-23
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,484,9,1471,0,1955,9,0.2476,1.0,0.7524,0.0,1.0,1.0,690,9,2802,0,3492,9,0.1976,1.0,0.8024,0.0,1.0,1.0,0.8295,0.8159,23,1,0.0118,0.0011,1002.13,55.57,23,3,2022-10-24
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,44,5,2126,40,2170,45,0.0203,0.1111,0.9797,0.8889,1.0,1.0,64,5,2510,48,2574,53,0.0249,0.0943,0.9751,0.9057,1.0,1.0,0.5501,0.4439,37,4,0.0171,0.0028,928.2,55.92,37,0,2022-10-25
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,533,11,1981,4,2514,15,0.212,0.7333,0.788,0.2667,1.0,1.0,668,12,2456,4,3124,16,0.2138,0.75,0.7862,0.25,1.0,1.0,0.5945,0.4182,25,1,0.0099,0.001,1188.51,21.95,25,0,2022-10-26
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,502,14,314,27,816,41,0.6152,0.3415,0.3848,0.6585,1.0,1.0,536,15,590,32,1126,47,0.476,0.3191,0.524,0.6809,1.0,1.0,0.6509,0.5032,27,1,0.0331,0.007,613.51,38.83,27,1,2022-10-27
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,308,8,1492,52,1800,60,0.1711,0.1333,0.8289,0.8667,1.0,1.0,395,8,1995,62,2390,70,0.1653,0.1143,0.8347,0.8857,1.0,1.0,0.674,0.6362,3,0,0.0017,0.0002,127.71,8.76,3,0,2022-10-28
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,518,18,2129,53,2647,71,0.1957,0.2535,0.8043,0.7465,1.0,1.0,693,19,2997,63,3690,82,0.1878,0.2317,0.8122,0.7683,1.0,1.0,0.6179,0.526,36,6,0.0136,0.0023,1760.59,107.56,36,3,2022-10-29
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,305,19,1060,60,1365,79,0.2234,0.2405,0.7766,0.7595,1.0,1.0,471,20,1279,72,1750,92,0.2691,0.2174,0.7309,0.7826,1.0,1.0,0.6958,0.6339,16,1,0.0117,0.0027,883.99,13.34,16,0,2022-10-30
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,486,5,1171,10,1657,15,0.2933,0.3333,0.7067,0.6667,1.0,1.0,743,5,1655,12,2398,17,0.3098,0.2941,0.6902,0.7059,1.0,1.0,0.724,0.4821,13,1,0.0078,0.0008,539.26,29.87,13,2,2022-10-31
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,257,6,446,37,703,43,0.3656,0.1395,0.6344,0.8605,1.0,1.0,347,6,499,44,846,50,0.4102,0.12,0.5898,0.88,1.0,1.0,0.5694,0.3961,10,0,0.0142,0.0011,223.33,4.61,10,1,2022-11-01
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,44,7,2373,48,2417,55,0.0182,0.1273,0.9818,0.8727,1.0,1.0,51,7,4559,57,4610,64,0.0111,0.1094,0.9889,0.8906,1.0,1.0,0.6407,0.4593,9,1,0.0037,0.0006,409.92,11.37,9,1,2022-11-02
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,159,6,1709,60,1868,66,0.0851,0.0909,0.9149,0.9091,1.0,1.0,209,6,3403,72,3612,78,0.0579,0.0769,0.9421,0.9231,1.0,1.0,0.7983,0.5079,27,4,0.0145,0.0018,794.18,16.13,27,4,2022-11-03
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,360,1,1604,21,1964,22,0.1833,0.0455,0.8167,0.9545,1.0,1.0,502,1,2467,25,2969,26,0.1691,0.0385,0.8309,0.9615,1.0,1.0,0.7682,0.7084,21,3,0.0107,0.0021,742.43,2.06,21,1,2022-11-04
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,441,3,1416,11,1857,14,0.2375,0.2143,0.7625,0.7857,1.0,1.0,604,3,1947,13,2551,16,0.2368,0.1875,0.7632,0.8125,1.0,1.0,0.565,0.4885,12,2,0.0065,0.0006,617.52,21.29,12,0,2022-11-05
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,429,19,154,17,583,36,0.7358,0.5278,0.2642,0.4722,1.0,1.0,539,20,225,20,764,40,0.7055,0.5,0.2945,0.5,1.0,1.0,0.8673,0.6001,20,2,0.0343,0.0101,849.83,13.18,20,3,2022-11-06
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,552,4,414,23,966,27,0.5714,0.1481,0.4286,0.8519,1.0,1.0,827,4,452,27,1279,31,0.6466,0.129,0.3534,0.871,1.0,1.0,0.5683,0.5108,25,4,0.0259,0.0076,1175.62,43.24,25,1,2022-11-07
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,489,3,1067,16,1556,19,0.3143,0.1579,0.6857,0.8421,1.0,1.0,656,3,2086,19,2742,22,0.2392,0.1364,0.7608,0.8636,1.0,1.0,0.6521,0.4715,1,0,0.0006,0.0002,24.83,1.0,1,0,2022-11-08
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,95,3,435,21,530,24,0.1792,0.125,0.8208,0.875,1.0,1.0,107,3,741,25,848,28,0.1262,0.1071,0.8738,0.8929,1.0,1.0,0.7456,0.6639,28,1,0.0528,0.0096,767.29,50.84,28,4,2022-11-09
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,483,8,437,15,920,23,0.525,0.3478,0.475,0.6522,1.0,1.0,596,8,634,18,1230,26,0.4846,0.3077,0.5154,0.6923,1.0,1.0,0.8523,0.6538,11,1,0.012,0.0022,579.77,0.25,11,0,2022-11-10
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,147,11,794,3,941,14,0.1562,0.7857,0.8438,0.2143,1.0,1.0,172,12,1194,3,1366,15,0.1259,0.8,0.8741,0.2,1.0,1.0,0.9162,0.8837,20,2,0.0213,0.0029,485.0,11.58,20,2,2022-11-11
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,360,0,1772,2,2132,2,0.1689,0.0,0.8311,1.0,1.0,1.0,468,0,2933,2,3401,2,0.1376,0.0,0.8624,1.0,1.0,1.0,0.6098,0.5441,5,1,0.0023,0.0003,320.69,14.27,5,0,2022-11-12
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,266,8,1566,0,1832,8,0.1452,1.0,0.8548,0.0,1.0,1.0,391,8,2757,0,3148,8,0.1242,1.0,0.8758,0.0,1.0,1.0,0.8896,0.7334,9,0,0.0049,0.0005,428.97,2.44,9,1,2022-11-13
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,265,11,2161,29,2426,40,0.1092,0.275,0.8908,0.725,1.0,1.0,423,12,3480,34,3903,46,0.1084,0.2609,0.8916,0.7391,1.0,1.0,0.8189,0.5144,35,2,0.0144,0.0028,1026.53,20.3,35,5,2022-11-14
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,308,8,1507,38,1815,46,0.1697,0.1739,0.8303,0.8261,1.0,1.0,483,8,2323,45,2806,53,0.1721,0.1509,0.8279,0.8491,1.0,1.0,0.6077,0.3678,17,1,0.0094,0.002,483.31,23.59,17,0,2022-11-15
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,375,1,1121,37,1496,38,0.2507,0.0263,0.7493,0.9737,1.0,1.0,507,1,1233,44,1740,45,0.2914,0.0222,0.7086,0.9778,1.0,1.0,0.8869,0.8262,1,1,0.0007,0.0002,26.03,0.61,1,0,2022-11-16
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,490,6,328,20,818,26,0.599,0.2308,0.401,0.7692,1.0,1.0,650,6,405,24,1055,30,0.6161,0.2,0.3839,0.8,1.0,1.0,0.8183,0.6969,35,5,0.0428,0.0082,1023.16,17.57,35,5,2022-11-17
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,321,2,968,22,1289,24,0.249,0.0833,0.751,0.9167,1.0,1.0,384,2,1757,26,2141,28,0.1794,0.0714,0.8206,0.9286,1.0,1.0,0.6587,0.4774,13,2,0.0101,0.0002,727.22,33.5,13,1,2022-11-18
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,31,1,547,23,578,24,0.0536,0.0417,0.9464,0.9583,1.0,1.0,33,1,769,27,802,28,0.0411,0.0357,0.9589,0.9643,1.0,1.0,0.7681,0.6096,1,1,0.0017,0.0,49.42,1.24,1,0,2022-11-19
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,426,15,348,0,774,15,0.5504,1.0,0.4496,0.0,1.0,1.0,527,16,682,0,1209,16,0.4359,1.0,0.5641,0.0,1.0,1.0,0.5166,0.3496,31,3,0.0401,0.0063,1877.37,106.39,31,1,2022-11-20
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,178,15,270,42,448,57,0.3973,0.2632,0.6027,0.7368,1.0,1.0,205,16,421,50,626,66,0.3275,0.2424,0.6725,0.7576,1.0,1.0,0.9257,0.7026,36,2,0.0804,0.0225,994.71,67.93,36,0,2022-11-21
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,123,19,1630,18,1753,37,0.0702,0.5135,0.9298,0.4865,1.0,1.0,174,20,2134,21,2308,41,0.0754,0.4878,0.9246,0.5122,1.0,1.0,0.6254,0.4898,19,0,0.0108,0.0027,649.99,28.76,19,1,2022-11-22
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,591,10,2229,33,2820,43,0.2096,0.2326,0.7904,0.7674,1.0,1.0,700,11,3275,39,3975,50,0.1761,0.22,0.8239,0.78,1.0,1.0,0.5296,0.4186,32,2,0.0113,0.0029,1791.11,48.61,32,3,2022-11-23
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,550,15,1971,21,2521,36,0.2182,0.4167,0.7818,0.5833,1.0,1.0,595,16,2885,25,3480,41,0.171,0.3902,0.829,0.6098,1.0,1.0,0.6467,0.434,27,3,0.0107,0.0009,658.42,19.12,27,4,2022-11-24
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,540,9,769,8,1309,17,0.4125,0.5294,0.5875,0.4706,1.0,1.0,676,9,967,9,1643,18,0.4114,0.5,0.5886,0.5,1.0,1.0,0.7961,0.6406,14,2,0.0107,0.0018,500.52,23.53,14,1,2022-11-25
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,582,10,1782,44,2364,54,0.2462,0.1852,0.7538,0.8148,1.0,1.0,909,11,2305,52,3214,63,0.2828,0.1746,0.7172,0.8254,1.0,1.0,0.9765,0.968,12,0,0.0051,0.0,693.08,33.43,12,1,2022-11-26
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,491,14,895,42,1386,56,0.3543,0.25,0.6457,0.75,1.0,1.0,731,15,1457,50,2188,65,0.3341,0.2308,0.6659,0.7692,1.0,1.0,0.6437,0.6233,35,1,0.0253,0.0,889.73,62.04,35,0,2022-11-27
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,453,10,1067,43,1520,53,0.298,0.1887,0.702,0.8113,1.0,1.0,624,11,1483,51,2107,62,0.2962,0.1774,0.7038,0.8226,1.0,1.0,0.9738,0.8321,40,2,0.0263,0.0046,1533.42,44.84,40,4,2022-11-28
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,533,8,687,47,1220,55,0.4369,0.1455,0.5631,0.8545,1.0,1.0,770,8,1310,56,2080,64,0.3702,0.125,0.6298,0.875,1.0,1.0,0.8906,0.629,6,0,0.0049,0.0007,174.34,10.76,6,0,2022-11-29
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,407,17,1541,7,1948,24,0.2089,0.7083,0.7911,0.2917,1.0,1.0,486,18,2514,8,3000,26,0.162,0.6923,0.838,0.3077,1.0,1.0,0.5506,0.5275,2,1,0.001,0.0002,104.73,1.54,2,0,2022-11-30
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,205,13,1347,36,1552,49,0.1321,0.2653,0.8679,0.7347,1.0,1.0,270,14,2465,43,2735,57,0.0987,0.2456,0.9013,0.7544,1.0,1.0,0.9375,0.6541,14,1,0.009,0.0006,470.56,19.9,14,1,2022-12-01
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,273,15,1896,5,2169,20,0.1259,0.75,0.8741,0.25,1.0,1.0,352,16,3570,6,3922,22,0.0898,0.7273,0.9102,0.2727,1.0,1.0,0.5083,0.398,23,3,0.0106,0.0002,1194.94,15.44,23,2,2022-12-02
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,417,4,616,3,1033,7,0.4037,0.5714,0.5963,0.4286,1.0,1.0,623,4,1144,3,1767,7,0.3526,0.5714,0.6474,0.4286,1.0,1.0,0.7058,0.6302,3,0,0.0029,0.0003,136.37,9.31,3,1,2022-12-03
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,74,19,2251,12,2325,31,0.0318,0.6129,0.9682,0.3871,1.0,1.0,83,20,3519,14,3602,34,0.023,0.5882,0.977,0.4118,1.0,1.0,0.8052,0.6,26,2,0.0112,0.0024,1685.55,105.1,26,3,2022-12-04
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,292,1,2413,8,2705,9,0.1079,0.1111,0.8921,0.8889,1.0,1.0,420,1,3104,9,3524,10,0.1192,0.1,0.8808,0.9,1.0,1.0,0.9052,0.7401,28,3,0.0104,0.0018,753.34,0.12,28,3,2022-12-05
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,496,7,1382,37,1878,44,0.2641,0.1591,0.7359,0.8409,1.0,1.0,565,7,1769,44,2334,51,0.2421,0.1373,0.7579,0.8627,1.0,1.0,0.9274,0.9046,31,0,0.0165,0.0022,1981.15,128.21,31,3,2022-12-06
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,299,18,1729,7,2028,25,0.1474,0.72,0.8526,0.28,1.0,1.0,415,19,2896,8,3311,27,0.1253,0.7037,0.8747,0.2963,1.0,1.0,0.5366,0.3249,28,3,0.0138,0.0002,1020.94,60.02,28,1,2022-12-07
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,302,12,779,10,1081,22,0.2794,0.5455,0.7206,0.4545,1.0,1.0,376,13,920,12,1296,25,0.2901,0.52,0.7099,0.48,1.0,1.0,0.7157,0.6818,4,1,0.0037,0.0001,196.2,4.33,4,0,2022-12-08
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,129,8,2399,0,2528,8,0.051,1.0,0.949,0.0,1.0,1.0,179,8,3693,0,3872,8,0.0462,1.0,0.9538,0.0,1.0,1.0,0.8714,0.6735,3,0,0.0012,0.0004,84.82,2.26,3,1,2022-12-09
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,570,2,2388,50,2958,52,0.1927,0.0385,0.8073,0.9615,1.0,1.0,805,2,2983,60,3788,62,0.2125,0.0323,0.7875,0.9677,1.0,1.0,0.5574,0.364,30,4,0.0101,0.0027,1037.94,49.18,30,0,2022-12-10
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,440,15,2121,35,2561,50,0.1718,0.3,0.8282,0.7,1.0,1.0,608,16,2539,42,3147,58,0.1932,0.2759,0.8068,0.7241,1.0,1.0,0.7857,0.6071,26,1,0.0102,0.0017,892.3,60.19,26,2,2022-12-11
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,24,4,1347,25,1371,29,0.0175,0.1379,0.9825,0.8621,1.0,1.0,32,4,1436,30,1468,34,0.0218,0.1176,0.9782,0.8824,1.0,1.0,0.7631,0.5411,15,0,0.0109,0.0016,490.61,19.56,15,1,2022-12-12
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,77,3,170,18,247,21,0.3117,0.1429,0.6883,0.8571,1.0,1.0,120,3,200,21,320,24,0.375,0.125,0.625,0.875,1.0,1.0,0.7471,0.6326,7,1,0.0283,0.0051,266.1,0.21,7,1,2022-12-13
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,111,19,1905,5,2016,24,0.0551,0.7917,0.9449,0.2083,1.0,1.0,169,20,2085,6,2254,26,0.075,0.7692,0.925,0.2308,1.0,1.0,0.8798,0.7826,31,2,0.0154,0.0008,1902.91,89.24,31,5,2022-12-14
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,109,17,1294,28,1403,45,0.0777,0.3778,0.9223,0.6222,1.0,1.0,166,18,1695,33,1861,51,0.0892,0.3529,0.9108,0.6471,1.0,1.0,0.8905,0.6485,29,2,0.0207,0.0021,1265.96,23.02,29,3,2022-12-15
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,94,19,1152,60,1246,79,0.0754,0.2405,0.9246,0.7595,1.0,1.0,106,20,1820,72,1926,92,0.055,0.2174,0.945,0.7826,1.0,1.0,0.6219,0.4405,6,0,0.0048,0.0011,373.14,19.7,6,1,2022-12-16
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,71,0,785,57,856,57,0.0829,0.0,0.9171,1.0,1.0,1.0,113,0,893,68,1006,68,0.1123,0.0,0.8877,1.0,1.0,1.0,0.911,0.6796,30,0,0.035,0.005,1238.2,74.72,30,2,2022-12-17
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,401,1,1872,34,2273,35,0.1764,0.0286,0.8236,0.9714,1.0,1.0,550,1,3115,40,3665,41,0.1501,0.0244,0.8499,0.9756,1.0,1.0,0.5445,0.4432,21,3,0.0092,0.0019,615.82,17.84,21,2,2022-12-18
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,233,13,1347,49,1580,62,0.1475,0.2097,0.8525,0.7903,1.0,1.0,252,14,1474,58,1726,72,0.146,0.1944,0.854,0.8056,1.0,1.0,0.7289,0.454,36,4,0.0228,0.0011,1402.91,7.38,36,4,2022-12-19
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,30,8,579,18,609,26,0.0493,0.3077,0.9507,0.6923,1.0,1.0,40,8,1157,21,1197,29,0.0334,0.2759,0.9666,0.7241,1.0,1.0,0.868,0.727,24,0,0.0394,0.0001,1529.19,44.21,24,3,2022-12-20
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,140,11,675,17,815,28,0.1718,0.3929,0.8282,0.6071,1.0,1.0,158,12,1318,20,1476,32,0.107,0.375,0.893,0.625,1.0,1.0,0.7345,0.695,21,2,0.0258,0.0074,1294.55,65.31,21,0,2022-12-21
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,318,8,769,13,1087,21,0.2925,0.381,0.7075,0.619,1.0,1.0,490,8,1341,15,1831,23,0.2676,0.3478,0.7324,0.6522,1.0,1.0,0.8879,0.6939,0,1,0.0,0.0,0.0,0.0,0,0,2022-12-22
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,193,17,1524,56,1717,73,0.1124,0.2329,0.8876,0.7671,1.0,1.0,304,18,1840,67,2144,85,0.1418,0.2118,0.8582,0.7882,1.0,1.0,0.6343,0.6172,1,0,0.0006,0.0,61.4,3.04,1,1,2022-12-23
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,196,10,1055,42,1251,52,0.1567,0.1923,0.8433,0.8077,1.0,1.0,265,11,1212,50,1477,61,0.1794,0.1803,0.8206,0.8197,1.0,1.0,0.7017,0.4762,36,3,0.0288,0.006,1107.44,55.3,36,1,2022-12-24
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,213,7,970,34,1183,41,0.1801,0.1707,0.8199,0.8293,1.0,1.0,241,7,1795,40,2036,47,0.1184,0.1489,0.8816,0.8511,1.0,1.0,0.8805,0.7107,38,5,0.0321,0.0025,891.47,35.77,38,6,2022-12-25
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,527,12,2331,32,2858,44,0.1844,0.2727,0.8156,0.7273,1.0,1.0,830,13,4370,38,5200,51,0.1596,0.2549,0.8404,0.7451,1.0,1.0,0.8254,0.7125,17,1,0.0059,0.0006,973.16,31.03,17,0,2022-12-26
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,200,12,1390,27,1590,39,0.1258,0.3077,0.8742,0.6923,1.0,1.0,223,13,1753,32,1976,45,0.1129,0.2889,0.8871,0.7111,1.0,1.0,0.9851,0.9798,37,3,0.0233,0.0032,2361.83,19.92,37,2,2022-12-27
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,305,5,1784,0,2089,5,0.146,1.0,0.854,0.0,1.0,1.0,407,5,2916,0,3323,5,0.1225,1.0,0.8775,0.0,1.0,1.0,0.891,0.6535,27,4,0.0129,0.0015,685.49,22.52,27,4,2022-12-28
PRNT0006WQZR,B07NKPWQZR,HydraMax Smart Water Tracker Bottle,HYD-BTL-007,297,2,1518,47,1815,49,0.1636,0.0408,0.8364,0.9592,1.0,1.0,423,2,1700,56,2123,58,0.1992,0.0345,0.8008,0.9655,1.0,1.0,0.7271,0.5911,20,2,0.011,0.001,705.58,17.2,20,3,2022-12-29
