Start Date,End Date,Start Time,Portfolio name,Campaign Name,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS)
2023-09-22,2023-09-22,5,Portfolio 002,Campaign 001,10.23,Manual targeting,Dynamic bids - down only,93,0,0.0,0.0,0.0,0.0402,24.8756
2023-09-23,2023-09-23,5,Portfolio 006,Campaign 002,4.11,Manual targeting,Dynamic bids - down only,104,1,0.009615,2.74,2.74,0.0076,131.5789
2023-09-24,2023-09-24,16,Portfolio 002,Campaign 003,1.14,Manual targeting,Dynamic bids - down only,333,0,0.0,0.0,0.0,0.0501,19.9601
2023-09-15,2023-09-15,13,Portfolio 006,Campaign 005,1.22,Manual targeting,Dynamic bids - down only,120,1,0.008333,2.29,2.29,0.0351,28.49
2023-09-19,2023-09-19,17,Portfolio 006,Campaign 002,3.63,Automatic targeting,Dynamic bids - down only,175,0,0.0,0.0,0.0,0.0404,24.7525
2023-09-27,2023-09-27,11,Portfolio 006,Campaign 003,1.67,Manual targeting,Dynamic bids - down only,262,0,0.0,0.0,0.0,0.0908,11.0132
2023-09-24,2023-09-24,16,Portfolio 006,Campaign 001,4.71,Automatic targeting,Dynamic bids - down only,238,0,0.0,0.0,0.0,0.0823,12.1507
2023-09-23,2023-09-23,23,Portfolio 006,Campaign 005,6.26,Automatic targeting,Dynamic bids - down only,30,1,0.033333,2.29,2.29,0.0437,22.8833
2023-09-19,2023-09-19,13,Portfolio 003,Campaign 001,3.45,Manual targeting,Dynamic bids - down only,378,1,0.002646,2.54,2.54,0.082,12.1951
2023-09-14,2023-09-14,20,Portfolio 002,Campaign 001,6.44,Manual targeting,Dynamic bids - down only,179,0,0.0,0.0,0.0,0.0269,37.1747
2023-09-16,2023-09-16,22,Portfolio 006,Campaign 001,4.04,Manual targeting,Dynamic bids - down only,346,0,0.0,0.0,0.0,0.0677,14.771
2023-09-17,2023-09-17,7,Portfolio 003,Campaign 004,2.21,Manual targeting,Dynamic bids - down only,65,0,0.0,0.0,0.0,0.0446,22.4215
2023-09-16,2023-09-16,8,Portfolio 006,Campaign 003,4.44,Automatic targeting,Dynamic bids - down only,95,0,0.0,0.0,0.0,0.008,125.0
2023-09-14,2023-09-14,4,Portfolio 006,Campaign 002,2.4,Manual targeting,Dynamic bids - down only,60,1,0.016667,1.38,1.38,0.0268,37.3134
2023-09-21,2023-09-21,18,Portfolio 002,Campaign 005,1.54,Manual targeting,Dynamic bids - up and down,181,1,0.005525,2.72,2.72,0.0172,58.1395
2023-09-26,2023-09-26,9,Portfolio 006,Campaign 001,9.66,Manual targeting,Dynamic bids - down only,177,0,0.0,0.0,0.0,0.0323,30.9598
2023-09-18,2023-09-18,6,Portfolio 006,Campaign 004,8.95,Manual targeting,Dynamic bids - down only,103,0,0.0,0.0,0.0,0.056,17.8571
2023-09-17,2023-09-17,10,Portfolio 006,Campaign 002,8.18,Manual targeting,Dynamic bids - down only,22,0,0.0,0.0,0.0,0.0085,117.6471
2023-09-24,2023-09-24,15,Portfolio 003,Campaign 003,5.4,Manual targeting,Dynamic bids - down only,310,1,0.003226,1.98,1.98,0.0518,19.305
2023-09-17,2023-09-17,2,Portfolio 002,Campaign 005,6.65,Automatic targeting,Dynamic bids - down only,122,1,0.008197,1.26,1.26,0.0389,25.7069
2023-09-19,2023-09-19,3,Portfolio 002,Campaign 003,10.67,Automatic targeting,Dynamic bids - down only,338,1,0.002959,2.6,2.6,0.0814,12.285
2023-09-26,2023-09-26,12,Portfolio 006,Campaign 001,8.94,Automatic targeting,Dynamic bids - down only,126,0,0.0,0.0,0.0,0.0222,45.045
2023-09-17,2023-09-17,11,Portfolio 002,Campaign 002,2.04,Automatic targeting,Dynamic bids - down only,9,0,0.0,0.0,0.0,0.0078,128.2051
2023-09-18,2023-09-18,11,Portfolio 001,Campaign 002,5.53,Automatic targeting,Dynamic bids - down only,94,1,0.010638,1.84,1.84,0.0781,12.8041
2023-09-20,2023-09-20,2,Portfolio 001,Campaign 003,9.74,Automatic targeting,Dynamic bids - down only,357,0,0.0,0.0,0.0,0.0934,10.7066
2023-09-14,2023-09-14,23,Portfolio 003,Campaign 004,5.85,Manual targeting,Dynamic bids - down only,339,1,0.00295,2.12,2.12,0.0877,11.4025
2023-09-22,2023-09-22,8,Portfolio 001,Campaign 003,1.51,Manual targeting,Dynamic bids - down only,287,1,0.003484,1.43,1.43,0.0302,33.1126
2023-09-27,2023-09-27,4,Portfolio 006,Campaign 003,5.89,Automatic targeting,Dynamic bids - down only,279,1,0.003584,1.64,1.64,0.0949,10.5374
2023-09-22,2023-09-22,12,Portfolio 006,Campaign 005,3.19,Manual targeting,Dynamic bids - down only,96,1,0.010417,1.33,1.33,0.04,25.0
2023-09-15,2023-09-15,17,Portfolio 001,Campaign 004,4.85,Manual targeting,Dynamic bids - down only,79,0,0.0,0.0,0.0,0.0662,15.1057
2023-09-21,2023-09-21,6,Portfolio 004,Campaign 003,3.25,Automatic targeting,Dynamic bids - down only,188,1,0.005319,1.2,1.2,0.0548,18.2482
2023-09-18,2023-09-18,2,Portfolio 006,Campaign 002,4.02,Manual targeting,Dynamic bids - down only,129,1,0.007752,1.47,1.47,0.0001,10000.0
2023-09-25,2023-09-25,1,Portfolio 003,Campaign 004,5.92,Manual targeting,Dynamic bids - down only,239,0,0.0,0.0,0.0,0.0718,13.9276
2023-09-22,2023-09-22,4,Portfolio 006,Campaign 005,6.36,Manual targeting,Dynamic bids - down only,129,0,0.0,0.0,0.0,0.0761,13.1406
2023-09-14,2023-09-14,0,Portfolio 004,Campaign 002,2.21,Manual targeting,Dynamic bids - down only,66,0,0.0,0.0,0.0,0.0161,62.1118
2023-09-15,2023-09-15,9,Portfolio 006,Campaign 002,3.01,Automatic targeting,Dynamic bids - down only,337,0,0.0,0.0,0.0,0.0721,13.8696
2023-09-17,2023-09-17,18,Portfolio 002,Campaign 003,10.27,Automatic targeting,Dynamic bids - down only,35,1,0.028571,1.2,1.2,0.0583,17.1527
2023-09-25,2023-09-25,23,Portfolio 006,Campaign 004,10.64,Manual targeting,Dynamic bids - down only,348,0,0.0,0.0,0.0,0.0046,217.3913
2023-09-19,2023-09-19,12,Portfolio 001,Campaign 003,1.28,Automatic targeting,Dynamic bids - down only,243,0,0.0,0.0,0.0,0.0006,1666.6667
2023-09-21,2023-09-21,7,Portfolio 006,Campaign 004,5.83,Automatic targeting,Dynamic bids - down only,9,0,0.0,0.0,0.0,0.0088,113.6364
2023-09-27,2023-09-27,5,Portfolio 006,Campaign 004,10.73,Automatic targeting,Dynamic bids - down only,314,0,0.0,0.0,0.0,0.0214,46.729
2023-09-25,2023-09-25,17,Portfolio 004,Campaign 003,2.0,Automatic targeting,Dynamic bids - down only,30,0,0.0,0.0,0.0,0.0014,714.2857
2023-09-17,2023-09-17,12,Portfolio 002,Campaign 004,5.47,Manual targeting,Dynamic bids - down only,71,0,0.0,0.0,0.0,0.0737,13.5685
2023-09-25,2023-09-25,3,Portfolio 002,Campaign 003,1.27,Automatic targeting,Dynamic bids - down only,24,0,0.0,0.0,0.0,0.0061,163.9344
2023-09-24,2023-09-24,2,Portfolio 001,Campaign 003,6.12,Automatic targeting,Dynamic bids - down only,370,1,0.002703,2.46,2.46,0.0103,97.0874
2023-09-24,2023-09-24,6,Portfolio 002,Campaign 004,3.61,Manual targeting,Dynamic bids - down only,20,1,0.05,2.01,2.01,0.0192,52.0833
2023-09-18,2023-09-18,17,Portfolio 006,Campaign 004,6.48,Manual targeting,Dynamic bids - down only,322,0,0.0,0.0,0.0,0.0198,50.5051
2023-09-25,2023-09-25,16,Portfolio 006,Campaign 003,9.99,Manual targeting,Dynamic bids - down only,182,1,0.005495,1.66,1.66,0.0961,10.4058
2023-09-18,2023-09-18,7,Portfolio 001,Campaign 001,3.48,Manual targeting,Dynamic bids - down only,234,0,0.0,0.0,0.0,0.0747,13.3869
2023-09-27,2023-09-27,9,Portfolio 001,Campaign 003,6.09,Automatic targeting,Dynamic bids - down only,97,1,0.010309,1.6,1.6,0.0558,17.9211
2023-09-19,2023-09-19,11,Portfolio 002,Campaign 004,7.17,Manual targeting,Dynamic bids - down only,215,1,0.004651,2.7,2.7,0.0556,17.9856
2023-09-19,2023-09-19,4,Portfolio 006,Campaign 003,6.78,Automatic targeting,Dynamic bids - down only,336,0,0.0,0.0,0.0,0.0865,11.5607
2023-09-24,2023-09-24,17,Portfolio 003,Campaign 002,1.4,Manual targeting,Dynamic bids - down only,114,1,0.008772,2.59,2.59,0.0568,17.6056
2023-09-16,2023-09-16,18,Portfolio 001,Campaign 001,1.23,Manual targeting,Dynamic bids - down only,188,1,0.005319,1.05,1.05,0.045,22.2222
2023-09-27,2023-09-27,16,Portfolio 001,Campaign 005,3.26,Automatic targeting,Dynamic bids - down only,225,1,0.004444,1.25,1.25,0.0591,16.9205
2023-09-24,2023-09-24,13,Portfolio 006,Campaign 004,1.77,Manual targeting,Dynamic bids - down only,15,0,0.0,0.0,0.0,0.0266,37.594
2023-09-22,2023-09-22,2,Portfolio 006,Campaign 001,10.92,Manual targeting,Dynamic bids - down only,270,1,0.003704,1.29,1.29,0.0972,10.2881
2023-09-16,2023-09-16,10,Portfolio 001,Campaign 001,8.34,Manual targeting,Dynamic bids - down only,69,0,0.0,0.0,0.0,0.0548,18.2482
2023-09-25,2023-09-25,12,Portfolio 006,Campaign 003,8.52,Manual targeting,Dynamic bids - down only,364,0,0.0,0.0,0.0,0.0343,29.1545
2023-09-26,2023-09-26,23,Portfolio 006,Campaign 003,6.96,Automatic targeting,Dynamic bids - down only,249,1,0.004016,2.33,2.33,0.0811,12.3305
2023-09-15,2023-09-15,1,Portfolio 001,Campaign 004,5.55,Automatic targeting,Dynamic bids - down only,22,0,0.0,0.0,0.0,0.0398,25.1256
2023-09-21,2023-09-21,8,Portfolio 001,Campaign 004,3.31,Automatic targeting,Dynamic bids - down only,100,1,0.01,1.03,1.03,0.0863,11.5875
2023-09-27,2023-09-27,1,Portfolio 001,Campaign 005,2.99,Manual targeting,Dynamic bids - down only,259,1,0.003861,2.38,2.38,0.0167,59.8802
2023-09-21,2023-09-21,12,Portfolio 001,Campaign 005,6.74,Manual targeting,Dynamic bids - down only,43,0,0.0,0.0,0.0,0.0532,18.797
2023-09-25,2023-09-25,3,Portfolio 006,Campaign 002,5.87,Manual targeting,Dynamic bids - down only,194,0,0.0,0.0,0.0,0.0108,92.5926
2023-09-26,2023-09-26,6,Portfolio 006,Campaign 002,6.18,Automatic targeting,Dynamic bids - down only,126,1,0.007937,2.27,2.27,0.0497,20.1207
2023-09-22,2023-09-22,6,Portfolio 006,Campaign 005,2.57,Manual targeting,Dynamic bids - down only,174,1,0.005747,1.26,1.26,0.0268,37.3134
2023-09-21,2023-09-21,10,Portfolio 003,Campaign 001,8.91,Automatic targeting,Dynamic bids - down only,333,1,0.003003,1.72,1.72,0.0933,10.7181
2023-09-22,2023-09-22,2,Portfolio 006,Campaign 005,6.78,Automatic targeting,Dynamic bids - down only,204,0,0.0,0.0,0.0,0.0677,14.771
2023-09-21,2023-09-21,3,Portfolio 006,Campaign 005,10.87,Manual targeting,Dynamic bids - down only,329,1,0.00304,1.42,1.42,0.0576,17.3611
2023-09-19,2023-09-19,14,Portfolio 002,Campaign 005,8.28,Automatic targeting,Dynamic bids - down only,378,0,0.0,0.0,0.0,0.0582,17.1821
2023-09-20,2023-09-20,1,Portfolio 006,Campaign 003,1.21,Manual targeting,Dynamic bids - down only,35,0,0.0,0.0,0.0,0.0059,169.4915
2023-09-14,2023-09-14,9,Portfolio 001,Campaign 001,5.55,Manual targeting,Dynamic bids - down only,9,1,0.111111,1.25,1.25,0.0861,11.6144
2023-09-23,2023-09-23,16,Portfolio 001,Campaign 001,4.57,Manual targeting,Dynamic bids - down only,282,0,0.0,0.0,0.0,0.025,40.0
2023-09-24,2023-09-24,18,Portfolio 006,Campaign 003,3.43,Manual targeting,Dynamic bids - down only,150,0,0.0,0.0,0.0,0.0536,18.6567
2023-09-15,2023-09-15,12,Portfolio 006,Campaign 005,3.19,Manual targeting,Dynamic bids - down only,88,1,0.011364,2.03,2.03,0.0101,99.0099
2023-09-15,2023-09-15,11,Portfolio 003,Campaign 005,6.34,Manual targeting,Dynamic bids - down only,263,1,0.003802,1.1,1.1,0.0062,161.2903
2023-09-22,2023-09-22,1,Portfolio 006,Campaign 003,7.29,Manual targeting,Dynamic bids - up and down,354,1,0.002825,1.12,1.12,0.0754,13.2626
2023-09-26,2023-09-26,5,Portfolio 006,Campaign 002,6.71,Manual targeting,Dynamic bids - down only,116,1,0.008621,2.76,2.76,0.0753,13.2802
2023-09-23,2023-09-23,5,Portfolio 006,Campaign 003,5.91,Manual targeting,Dynamic bids - down only,370,0,0.0,0.0,0.0,0.0656,15.2439
2023-09-21,2023-09-21,3,Portfolio 004,Campaign 003,3.64,Automatic targeting,Dynamic bids - down only,116,1,0.008621,2.51,2.51,0.0665,15.0376
2023-09-19,2023-09-19,1,Portfolio 004,Campaign 003,9.79,Automatic targeting,Dynamic bids - down only,197,1,0.005076,2.16,2.16,0.0909,11.0011
2023-09-24,2023-09-24,16,Portfolio 002,Campaign 003,4.99,Automatic targeting,Dynamic bids - down only,57,1,0.017544,2.26,2.26,0.0351,28.49
2023-09-18,2023-09-18,14,Portfolio 003,Campaign 005,2.35,Automatic targeting,Dynamic bids - down only,340,1,0.002941,1.13,1.13,0.0917,10.9051
2023-09-23,2023-09-23,12,Portfolio 006,Campaign 003,10.94,Manual targeting,Dynamic bids - down only,156,1,0.00641,1.66,1.66,0.0936,10.6838
2023-09-17,2023-09-17,22,Portfolio 002,Campaign 005,1.23,Automatic targeting,Dynamic bids - down only,236,1,0.004237,2.6,2.6,0.0548,18.2482
2023-09-14,2023-09-14,23,Portfolio 006,Campaign 003,1.51,Automatic targeting,Dynamic bids - down only,357,0,0.0,0.0,0.0,0.0648,15.4321
2023-09-15,2023-09-15,0,Portfolio 006,Campaign 005,8.21,Manual targeting,Dynamic bids - down only,380,0,0.0,0.0,0.0,0.0079,126.5823
2023-09-27,2023-09-27,9,Portfolio 006,Campaign 003,6.07,Automatic targeting,Dynamic bids - down only,190,0,0.0,0.0,0.0,0.0105,95.2381
2023-09-16,2023-09-16,1,Portfolio 004,Campaign 002,4.77,Manual targeting,Dynamic bids - down only,354,0,0.0,0.0,0.0,0.0273,36.63
2023-09-24,2023-09-24,17,Portfolio 001,Campaign 005,6.2,Manual targeting,Dynamic bids - down only,75,1,0.013333,1.3,1.3,0.0135,74.0741
2023-09-19,2023-09-19,14,Portfolio 006,Campaign 002,9.02,Manual targeting,Dynamic bids - down only,347,1,0.002882,2.04,2.04,0.0853,11.7233
2023-09-25,2023-09-25,22,Portfolio 002,Campaign 004,8.02,Automatic targeting,Dynamic bids - down only,5,0,0.0,0.0,0.0,0.0997,10.0301
2023-09-17,2023-09-17,7,Portfolio 004,Campaign 002,4.12,Manual targeting,Dynamic bids - down only,312,0,0.0,0.0,0.0,0.0397,25.1889
2023-09-24,2023-09-24,10,Portfolio 004,Campaign 005,5.47,Manual targeting,Dynamic bids - down only,368,0,0.0,0.0,0.0,0.0698,14.3266
2023-09-25,2023-09-25,23,Portfolio 001,Campaign 001,4.83,Manual targeting,Dynamic bids - down only,251,1,0.003984,2.45,2.45,0.066,15.1515
2023-09-26,2023-09-26,10,Portfolio 001,Campaign 002,7.69,Manual targeting,Dynamic bids - down only,130,0,0.0,0.0,0.0,0.042,23.8095
2023-09-24,2023-09-24,19,Portfolio 006,Campaign 003,7.29,Manual targeting,Dynamic bids - down only,42,1,0.02381,2.71,2.71,0.0797,12.5471
2023-09-16,2023-09-16,15,Portfolio 004,Campaign 001,8.59,Manual targeting,Dynamic bids - down only,119,1,0.008403,2.61,2.61,0.0405,24.6914
2023-09-21,2023-09-21,21,Portfolio 006,Campaign 003,3.28,Automatic targeting,Dynamic bids - down only,82,1,0.012195,2.28,2.28,0.0004,2500.0
2023-09-19,2023-09-19,22,Portfolio 003,Campaign 002,4.18,Manual targeting,Dynamic bids - down only,360,1,0.002778,2.2,2.2,0.0263,38.0228
2023-09-20,2023-09-20,10,Portfolio 006,Campaign 004,4.06,Manual targeting,Dynamic bids - down only,116,0,0.0,0.0,0.0,0.0834,11.9904
2023-09-14,2023-09-14,20,Portfolio 004,Campaign 002,10.57,Automatic targeting,Dynamic bids - down only,314,1,0.003185,2.54,2.54,0.0682,14.6628
2023-09-23,2023-09-23,3,Portfolio 003,Campaign 003,4.22,Manual targeting,Dynamic bids - down only,267,1,0.003745,1.02,1.02,0.0897,11.1483
2023-09-23,2023-09-23,6,Portfolio 001,Campaign 004,1.59,Manual targeting,Dynamic bids - down only,335,1,0.002985,1.58,1.58,0.0142,70.4225
2023-09-19,2023-09-19,13,Portfolio 006,Campaign 003,2.23,Manual targeting,Dynamic bids - down only,210,1,0.004762,1.29,1.29,0.0025,400.0
2023-09-16,2023-09-16,11,Portfolio 004,Campaign 002,8.46,Manual targeting,Dynamic bids - up and down,364,1,0.002747,2.6,2.6,0.0573,17.452
2023-09-25,2023-09-25,20,Portfolio 001,Campaign 001,1.46,Manual targeting,Dynamic bids - down only,331,0,0.0,0.0,0.0,0.0055,181.8182
2023-09-20,2023-09-20,18,Portfolio 002,Campaign 002,4.84,Automatic targeting,Dynamic bids - down only,340,1,0.002941,1.81,1.81,0.0134,74.6269
2023-09-23,2023-09-23,2,Portfolio 002,Campaign 002,10.78,Automatic targeting,Dynamic bids - down only,279,1,0.003584,1.02,1.02,0.0791,12.6422
2023-09-14,2023-09-14,2,Portfolio 006,Campaign 002,9.58,Manual targeting,Dynamic bids - down only,342,1,0.002924,2.51,2.51,0.044,22.7273
2023-09-17,2023-09-17,3,Portfolio 006,Campaign 002,6.73,Manual targeting,Dynamic bids - down only,329,1,0.00304,1.25,1.25,0.0044,227.2727
2023-09-16,2023-09-16,21,Portfolio 006,Campaign 004,8.14,Manual targeting,Dynamic bids - down only,177,0,0.0,0.0,0.0,0.0508,19.685
2023-09-23,2023-09-23,5,Portfolio 001,Campaign 004,8.6,Manual targeting,Dynamic bids - down only,240,1,0.004167,1.45,1.45,0.0851,11.7509
2023-09-26,2023-09-26,21,Portfolio 004,Campaign 005,4.85,Manual targeting,Dynamic bids - down only,135,1,0.007407,2.22,2.22,0.0328,30.4878
2023-09-17,2023-09-17,5,Portfolio 001,Campaign 001,9.38,Manual targeting,Dynamic bids - down only,209,0,0.0,0.0,0.0,0.0685,14.5985
2023-09-14,2023-09-14,10,Portfolio 002,Campaign 002,1.24,Manual targeting,Dynamic bids - down only,322,0,0.0,0.0,0.0,0.074,13.5135
2023-09-23,2023-09-23,15,Portfolio 001,Campaign 003,8.74,Manual targeting,Dynamic bids - down only,156,0,0.0,0.0,0.0,0.0377,26.5252
2023-09-24,2023-09-24,2,Portfolio 004,Campaign 004,2.61,Manual targeting,Dynamic bids - down only,326,1,0.003067,2.0,2.0,0.0483,20.7039
2023-09-14,2023-09-14,18,Portfolio 006,Campaign 004,7.95,Manual targeting,Dynamic bids - down only,362,1,0.002762,1.96,1.96,0.0422,23.6967
2023-09-14,2023-09-14,6,Portfolio 003,Campaign 005,10.48,Automatic targeting,Dynamic bids - up and down,267,0,0.0,0.0,0.0,0.0568,17.6056
2023-09-26,2023-09-26,0,Portfolio 002,Campaign 004,5.64,Manual targeting,Dynamic bids - down only,281,0,0.0,0.0,0.0,0.0688,14.5349
2023-09-18,2023-09-18,9,Portfolio 006,Campaign 005,2.7,Automatic targeting,Dynamic bids - down only,214,0,0.0,0.0,0.0,0.0282,35.461
2023-09-27,2023-09-27,2,Portfolio 003,Campaign 003,8.02,Manual targeting,Dynamic bids - down only,239,0,0.0,0.0,0.0,0.0875,11.4286
2023-09-20,2023-09-20,3,Portfolio 003,Campaign 002,4.24,Manual targeting,Dynamic bids - down only,27,0,0.0,0.0,0.0,0.0194,51.5464
2023-09-15,2023-09-15,3,Portfolio 006,Campaign 003,9.24,Automatic targeting,Dynamic bids - down only,49,0,0.0,0.0,0.0,0.0631,15.8479
2023-09-18,2023-09-18,13,Portfolio 006,Campaign 004,8.41,Manual targeting,Dynamic bids - down only,9,0,0.0,0.0,0.0,0.0286,34.965
2023-09-15,2023-09-15,10,Portfolio 003,Campaign 001,5.95,Automatic targeting,Dynamic bids - down only,247,0,0.0,0.0,0.0,0.0063,158.7302
2023-09-16,2023-09-16,19,Portfolio 006,Campaign 003,3.47,Manual targeting,Dynamic bids - down only,375,1,0.002667,2.42,2.42,0.0512,19.5312
2023-09-16,2023-09-16,18,Portfolio 006,Campaign 005,7.46,Automatic targeting,Dynamic bids - down only,133,1,0.007519,2.74,2.74,0.0157,63.6943
2023-09-25,2023-09-25,20,Portfolio 006,Campaign 005,3.31,Manual targeting,Dynamic bids - down only,251,0,0.0,0.0,0.0,0.0806,12.4069
2023-09-15,2023-09-15,14,Portfolio 004,Campaign 005,4.09,Manual targeting,Dynamic bids - down only,364,0,0.0,0.0,0.0,0.011,90.9091
2023-09-19,2023-09-19,15,Portfolio 004,Campaign 003,3.13,Manual targeting,Dynamic bids - down only,117,0,0.0,0.0,0.0,0.0116,86.2069
2023-09-17,2023-09-17,17,Portfolio 003,Campaign 005,3.17,Manual targeting,Dynamic bids - down only,297,1,0.003367,1.7,1.7,0.0854,11.7096
2023-09-22,2023-09-22,23,Portfolio 003,Campaign 001,7.56,Manual targeting,Dynamic bids - down only,380,0,0.0,0.0,0.0,0.0133,75.188
2023-09-27,2023-09-27,10,Portfolio 006,Campaign 001,3.63,Automatic targeting,Dynamic bids - down only,9,0,0.0,0.0,0.0,0.0015,666.6667
2023-09-25,2023-09-25,21,Portfolio 006,Campaign 001,10.46,Manual targeting,Dynamic bids - down only,48,0,0.0,0.0,0.0,0.0395,25.3165
2023-09-21,2023-09-21,11,Portfolio 006,Campaign 003,3.43,Manual targeting,Dynamic bids - down only,54,1,0.018519,1.25,1.25,0.0362,27.6243
2023-09-25,2023-09-25,8,Portfolio 003,Campaign 002,2.89,Automatic targeting,Dynamic bids - down only,107,0,0.0,0.0,0.0,0.0461,21.692
2023-09-16,2023-09-16,17,Portfolio 003,Campaign 002,4.08,Manual targeting,Dynamic bids - down only,316,0,0.0,0.0,0.0,0.0908,11.0132
2023-09-26,2023-09-26,2,Portfolio 001,Campaign 002,10.46,Manual targeting,Dynamic bids - down only,296,0,0.0,0.0,0.0,0.0453,22.0751
2023-09-20,2023-09-20,11,Portfolio 006,Campaign 003,9.32,Automatic targeting,Dynamic bids - down only,293,0,0.0,0.0,0.0,0.0133,75.188
2023-09-15,2023-09-15,23,Portfolio 006,Campaign 005,8.12,Manual targeting,Dynamic bids - down only,77,0,0.0,0.0,0.0,0.0494,20.2429
2023-09-15,2023-09-15,11,Portfolio 006,Campaign 003,10.96,Manual targeting,Dynamic bids - down only,239,1,0.004184,2.1,2.1,0.086,11.6279
2023-09-21,2023-09-21,8,Portfolio 006,Campaign 002,5.68,Manual targeting,Dynamic bids - down only,234,1,0.004274,1.02,1.02,0.0652,15.3374
2023-09-22,2023-09-22,6,Portfolio 004,Campaign 005,4.68,Automatic targeting,Dynamic bids - down only,76,0,0.0,0.0,0.0,0.0452,22.1239
2023-09-18,2023-09-18,11,Portfolio 001,Campaign 004,3.33,Manual targeting,Dynamic bids - down only,325,1,0.003077,1.83,1.83,0.0342,29.2398
2023-09-25,2023-09-25,12,Portfolio 004,Campaign 001,4.04,Automatic targeting,Dynamic bids - down only,323,0,0.0,0.0,0.0,0.0397,25.1889
2023-09-24,2023-09-24,9,Portfolio 001,Campaign 003,8.4,Automatic targeting,Dynamic bids - down only,281,1,0.003559,1.94,1.94,0.0823,12.1507
2023-09-22,2023-09-22,16,Portfolio 006,Campaign 002,10.12,Automatic targeting,Dynamic bids - down only,322,1,0.003106,1.7,1.7,0.0975,10.2564
2023-09-18,2023-09-18,20,Portfolio 006,Campaign 001,5.39,Manual targeting,Dynamic bids - up and down,187,0,0.0,0.0,0.0,0.0302,33.1126
2023-09-22,2023-09-22,23,Portfolio 002,Campaign 003,1.09,Manual targeting,Dynamic bids - down only,149,1,0.006711,1.33,1.33,0.0829,12.0627
2023-09-27,2023-09-27,12,Portfolio 004,Campaign 005,10.32,Manual targeting,Dynamic bids - down only,174,0,0.0,0.0,0.0,0.0845,11.8343
2023-09-23,2023-09-23,5,Portfolio 003,Campaign 002,10.21,Manual targeting,Dynamic bids - down only,20,0,0.0,0.0,0.0,0.0745,13.4228
2023-09-22,2023-09-22,2,Portfolio 006,Campaign 003,1.85,Manual targeting,Dynamic bids - down only,121,0,0.0,0.0,0.0,0.0963,10.3842
2023-09-26,2023-09-26,17,Portfolio 006,Campaign 004,2.73,Automatic targeting,Dynamic bids - down only,258,1,0.003876,2.24,2.24,0.0987,10.1317
2023-09-21,2023-09-21,8,Portfolio 006,Campaign 001,4.56,Automatic targeting,Dynamic bids - down only,227,1,0.004405,1.12,1.12,0.0148,67.5676
2023-09-17,2023-09-17,15,Portfolio 004,Campaign 005,4.87,Manual targeting,Dynamic bids - down only,301,0,0.0,0.0,0.0,0.0989,10.1112
2023-09-21,2023-09-21,14,Portfolio 002,Campaign 003,9.71,Automatic targeting,Dynamic bids - down only,301,0,0.0,0.0,0.0,0.0912,10.9649
2023-09-22,2023-09-22,15,Portfolio 006,Campaign 001,8.31,Automatic targeting,Dynamic bids - down only,208,1,0.004808,1.63,1.63,0.0497,20.1207
2023-09-18,2023-09-18,2,Portfolio 006,Campaign 001,3.4,Automatic targeting,Dynamic bids - up and down,80,0,0.0,0.0,0.0,0.0829,12.0627
2023-09-16,2023-09-16,1,Portfolio 003,Campaign 005,1.29,Automatic targeting,Dynamic bids - down only,109,1,0.009174,2.27,2.27,0.0687,14.556
2023-09-27,2023-09-27,4,Portfolio 003,Campaign 002,2.64,Automatic targeting,Dynamic bids - down only,332,0,0.0,0.0,0.0,0.0965,10.3627
2023-09-18,2023-09-18,9,Portfolio 006,Campaign 001,10.14,Manual targeting,Dynamic bids - down only,305,0,0.0,0.0,0.0,0.0045,222.2222
2023-09-20,2023-09-20,10,Portfolio 001,Campaign 005,6.03,Manual targeting,Dynamic bids - down only,326,1,0.003067,2.21,2.21,0.0382,26.178
2023-09-18,2023-09-18,13,Portfolio 004,Campaign 005,4.69,Manual targeting,Dynamic bids - down only,300,0,0.0,0.0,0.0,0.041,24.3902
2023-09-20,2023-09-20,1,Portfolio 002,Campaign 001,3.01,Automatic targeting,Dynamic bids - down only,332,1,0.003012,2.31,2.31,0.0727,13.7552
2023-09-19,2023-09-19,19,Portfolio 006,Campaign 001,4.23,Manual targeting,Dynamic bids - down only,85,1,0.011765,1.64,1.64,0.0988,10.1215
2023-09-16,2023-09-16,23,Portfolio 006,Campaign 004,6.11,Manual targeting,Dynamic bids - down only,365,1,0.00274,2.61,2.61,0.0983,10.1729
2023-09-22,2023-09-22,19,Portfolio 001,Campaign 004,11.0,Automatic targeting,Dynamic bids - down only,224,1,0.004464,1.41,1.41,0.0373,26.8097
2023-09-17,2023-09-17,16,Portfolio 001,Campaign 001,2.29,Manual targeting,Dynamic bids - up and down,155,0,0.0,0.0,0.0,0.0354,28.2486
2023-09-25,2023-09-25,4,Portfolio 001,Campaign 004,2.38,Manual targeting,Dynamic bids - down only,237,0,0.0,0.0,0.0,0.0373,26.8097
2023-09-24,2023-09-24,18,Portfolio 004,Campaign 002,1.64,Automatic targeting,Dynamic bids - down only,221,0,0.0,0.0,0.0,0.0415,24.0964
2023-09-22,2023-09-22,23,Portfolio 006,Campaign 002,7.68,Automatic targeting,Dynamic bids - down only,112,1,0.008929,2.17,2.17,0.0709,14.1044
